,name,line
117,Leonard," Hi. Well, uh, oh, welcome to the building."
118,Eliza,Please go on.
119,Penny," Thankyou, maybe we can have coffee sometime."
120,Eliza,You don't seem quite certain.
121,Leonard," Oh, great."
122,Eliza,What does that suggest to you ?
123,Penny, Great.
124,Eliza,Do you feel strongly about discussing such things ?
125,Sheldon, Great.
126,Eliza,I'm not sure I understand you fully.
127,Leonard," Great. Well, bye."
128,Eliza,Please go on.
129,Penny, Bye.
130,Eliza,What does that suggest to you ?
131,Sheldon, Bye.
132,Eliza,Do you feel strongly about discussing such things ?
133,Leonard, Bye.
134,Eliza,I'm not sure I understand you fully.
135,Leonard, Should we have invited her for lunch?
136,Eliza,Please go on.
137,Sheldon, No. We're going to start Season Two of Battlestar Galactica.
138,Eliza,Why 'no' ?
139,Leonard, We already watched the Season Two DVDs.
140,Eliza,What does that suggest to you ?
141,Sheldon, Not with commentary.
142,Eliza,Do you feel strongly about discussing such things ?
143,Leonard," I think we should be good neighbours, invite her over, make her feel welcome."
144,Eliza,Do you say you think we should be good neighbours for some special reason ?
145,Sheldon, We never invited Louis-slash-Louise over.
146,Eliza,I'm not sure I understand you fully.
147,Leonard," Well, then that was wrong of us. We need to widen our circle."
148,Eliza,Please go on.
149,Sheldon, I have a very wide circle. I have 212 friends on myspace.
150,Eliza,That's quite interesting.
151,Leonard," Yes, and you've never met one of them."
152,Eliza,I see.
153,Sheldon, That's the beauty of it.
154,Eliza,What does that suggest to you ?
155,Leonard, I'm going to invite her over. We'll have a nice meal and chat.
156,Eliza,Do you believe it is normal to be going to invite her over ?
157,Sheldon, Chat? We don't chat. At least not offline.
158,Eliza,Do you feel strongly about discussing such things ?
159,Leonard," Well it's not difficult, you just listen to what she says and then you say something appropriate in response."
160,Eliza,You're not really talking about me -- are you ?
161,Sheldon, To what end?
162,Eliza,Are such questions much on your mind ?
163,Leonard, Hi. Again.
164,Eliza,I'm not sure I understand you fully.
165,Penny, Hi.
166,Eliza,Please go on.
167,Sheldon, Hi.
168,Eliza,What does that suggest to you ?
169,Leonard, Hi.
170,Eliza,Do you feel strongly about discussing such things ?
171,Penny, Hi.
172,Eliza,I'm not sure I understand you fully.
173,Leonard," Anyway, um. We brought home Indian food. And, um. I know that moving can be stressful, and I find that when I'm undergoing stress, that good food and company can have a comforting effect. Also, curry is a natural laxative, and I don't have to tell you that, uh, a clean colon is just one less thing to worry about."
174,Eliza,Do you enjoy being undergoing stress ?
175,Sheldon," Leonard, I'm not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements."
176,Eliza,What are your feelings now ?
177,Penny," Oh, you're inviting me over to eat?"
178,Eliza,What makes you think I am inviting you over to eat? ?
179,Leonard," Uh, yes."
180,Eliza,I understand.
181,Penny," Oh, that's so nice, I'd love to."
182,Eliza,Please go on.
183,Leonard, Great.
184,Eliza,What does that suggest to you ?
185,Penny," So, what do you guys do for fun around here?"
186,Eliza,What answer would please you most ?
187,Sheldon," Well, today we tried masturbating for money."
188,Eliza,Do you feel strongly about discussing such things ?
189,Leonard," Okay, well, make yourself at home."
190,Eliza,I'm not sure I understand you fully.
191,Penny," Okay, thankyou."
192,Eliza,Please go on.
193,Leonard, You're very welcome.
194,Eliza,Does it please you to believe I am very welcome ?
195,Penny," This looks like some serious stuff, Leonard, did you do this?"
196,Eliza,We were discussing you -- not me.
197,Sheldon, Actually that's my work.
198,Eliza,Does that suggest anything else which belongs to you ?
199,Penny, Wow.
200,Eliza,But your work .
201,Sheldon," Yeah, well, it's just some quantum mechanics, with a little string theory doodling around the edges. That part there, that's just a joke, it's a spoof of the Bourne-Oppenheimer approximation."
202,Eliza,What does that suggest to you ?
203,Penny," So you're like, one of those, beautiful mind genius guys."
204,Eliza,What resemblence do you see ?
205,Sheldon, Yeah.
206,Eliza,Do you feel strongly about discussing such things ?
207,Penny, This is really impressive.
208,Eliza,I'm not sure I understand you fully.
209,Leonard," I have a board. If you like boards, this is my board."
210,Eliza,Do you think its likely that I like boards ?
211,Penny, Holy smokes.
212,Eliza,Please go on.
213,Sheldon," If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men's room at MIT, sure."
214,Eliza,Do you wish that by holy smokes I mean a derivative restatement of the kind of stuff I can find scribbled on the wall of any men's room at MIT ?
215,Leonard, What?
216,Eliza,What does that suggest to you ?
217,Sheldon," Oh, come on. Who hasn't seen this differential below “here I sit broken hearted?”"
218,Eliza,You say Oh ?
219,Leonard, At least I didn't have to invent twenty-six dimensions just to make the math come out.
220,Eliza,Can you elaborate on that ?
221,Sheldon," I didn't invent them, they're there."
222,Eliza,Do you say you didn't invent them for some special reason ?
223,Leonard, In what universe?
224,Eliza,What do you think ?
225,Sheldon," In all of them, that is the point."
226,Eliza,Do you feel strongly about discussing such things ?
227,Penny," Uh, do you guys mind if I start?"
228,Eliza,What do you know about you start? ?
229,Sheldon," Um, Penny, that's where I sit."
230,Eliza,That's quite interesting.
231,Penny," So, sit next to me."
232,Eliza,I'm not sure I understand you fully.
233,Sheldon," No, I sit there."
234,Eliza,Are you saying no just to be negative?
235,Penny, What's the difference?
236,Eliza,Please go on.
237,Sheldon, What's the difference?
238,Eliza,What does that suggest to you ?
239,Leonard, Here we go.
240,Eliza,Do you feel strongly about discussing such things ?
241,Sheldon," In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it's directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I've made my point."
242,Eliza,Is it important that your point ?
243,Penny, Do you want me to move?
244,Eliza,Why do you think I want you ?
245,Sheldon, Well.
246,Eliza,Does that have anything to do with the fact that your point ?
247,Leonard, Just sit somewhere else.
248,Eliza,I'm not sure I understand you fully.
249,Sheldon, Fine.
250,Eliza,Please go on.
251,Leonard," Sheldon, sit!"
252,Eliza,What does that suggest to you ?
253,Sheldon, Aaah!
254,Eliza,Do you feel strongly about discussing such things ?
255,Leonard, Well this is nice. We don't have a lot of company over.
256,Eliza,I'm not sure I understand you fully.
257,Sheldon, That's not true. Koothrapali and Wolowitz come over all the time.
258,Eliza,Please go on.
259,Leonard," Yes I now, but..."
260,Eliza,You seem to be quite positive.
261,Sheldon, Tuesday night we played Klingon boggle until one in the morning.
262,Eliza,What does that suggest to you ?
263,Leonard," Yes, I remember."
264,Eliza,Do you often think of ?
265,Sheldon, I resent you saying we don't have company.
266,Eliza,Perhaps in your fantasies we resent each other.
267,Leonard, I'm sorry.
268,Eliza,Is it because you are sorry that you came to me ?
269,Sheldon, That is an antisocial implication.
270,Eliza,Do you feel strongly about discussing such things ?
271,Leonard, I said I'm sorry.
272,Eliza,How long have you been sorry ?
273,Penny," So, Klingon boggle?"
274,Eliza,I'm not sure I understand you fully.
275,Leonard," Yeah, it's like regular boggle but, in Klingon. That's probably enough about us, tell us about you."
276,Eliza,"Oh, I ?"
277,Penny," Um, me, okay, I'm Sagittarius, which probably tells you way more than you need to know."
278,Eliza,Do you believe it is normal to be Sagittarius ?
279,Sheldon," Yes, it tells us that you participate in the mass cultural delusion that the Sun's apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality."
280,Eliza,You are sure.
281,Penny, Participate in the what?
282,Eliza,Please go on.
283,Leonard," I think what Sheldon's trying to say, is that Sagittarius wouldn't have been our first guess."
284,Eliza,You say you think what Sheldon's trying to say ?
285,Penny," Oh, yeah, a lot of people think I'm a water sign. Okay, let's see, what else, oh, I'm a vegetarian, oh, except for fish, and the occasional steak, I love steak."
286,Eliza,Do you enjoy being a vegetarian ?
287,Sheldon, That's interesting. Leonard can't process corn.
288,Eliza,What does that suggest to you ?
289,Leonard," Wu-uh, do you have some sort of a job?"
290,Eliza,You're not really talking about me -- are you ?
291,Penny," Oh, yeah, I'm a waitress at the Cheesecake Factory."
292,Eliza,Is it because you are a waitress at the Cheesecake Factory that you came to me ?
293,Leonard," Oh, okay. I love cheesecake."
294,Eliza,Can you elaborate on that ?
295,Sheldon, You're lactose intolerant.
296,Eliza,Do you sometimes wish you were lactose intolerant ?
297,Leonard," I don't eat it, I just think it's a good idea."
298,Eliza,Does that trouble you ?
299,Penny," Oh, anyways, I'm also writing a screenplay. It's about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory."
300,Eliza,How long have you been also writing a screenplay ?
301,Leonard, So it's based on your life?
302,Eliza,"Really, my life? ?"
303,Penny," No, I'm from Omaha."
304,Eliza,You are being a bit negative.
305,Leonard," Well, if that was a movie I would go see it."
306,Eliza,"Really, if that was a movie you would go see it ?"
307,Penny," I know, right? Okay, let's see, what else? Um, that's about it. That's the story of Penny."
308,Eliza,Do you say you know for some special reason ?
309,Leonard, Well it sounds wonderful.
310,Eliza,Do you feel strongly about discussing such things ?
311,Penny, It was. Until I fell in love with a jerk.
312,Eliza,That's quite interesting.
313,Sheldon, What's happening.
314,Eliza,I'm not sure I understand you fully.
315,Leonard, I don't know.
316,Eliza,Don't you really know ?
317,Penny," Oh God, you know, four years I lived with him, four years, that's like as long as High School."
318,Eliza,What are your feelings now ?
319,Sheldon, It took you four years to get through High School?
320,Eliza,We were discussing you -- not me.
321,Leonard, Don't.
322,Eliza,Please go on.
323,Penny," I just, I can't believe I trusted him."
324,Eliza,How do you think that you can't believe you trusted him ?
325,Leonard, Should I say something? I feel like I should say something.
326,Eliza,Do you really think so ?
327,Sheldon," You? No, you'll only make it worse."
328,Eliza,Why not ?
329,Penny," You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?"
330,Eliza,"Oh, I want to know the most pathetic part? Even though you hate his lying ?"
331,Sheldon, Yes.
332,Eliza,I see.
333,Leonard," No, it's not crazy it's, uh, uh, it's a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I didn't make it worse."
334,Eliza,What does that similarity suggest to you ?
335,Penny," Oh, I'm so sorry, I'm such a mess, and on top of everything else I'm all gross from moving and my stupid shower doesn't even work."
336,Eliza,Your stupid shower doesn't even work ?
337,Leonard, Our shower works.
338,Eliza,Lets discuss further why your stupid shower doesn't even work .
339,Penny, Really? Would it be totally weird if I used it?
340,Eliza,Do you think its likely that you used it? ?
341,Sheldon, Yes.
342,Eliza,I understand.
343,Leonard, No.
344,Eliza,Why 'no' ?
345,Sheldon, No?
346,Eliza,What does that suggest to you ?
347,Leonard, No.
348,Eliza,Are you saying no just to be negative?
349,Sheldon, No.
350,Eliza,You are being a bit negative.
351,Leonard, It's right down the hall.
352,Eliza,Do you feel strongly about discussing such things ?
353,Penny, Thanks. You guys are really sweet.
354,Eliza,You're not really talking about me -- are you ?
355,Sheldon, Well this is an interesting development.
356,Eliza,I'm not sure I understand you fully.
357,Leonard, How so?
358,Eliza,What comes to mind when you ask that ?
359,Sheldon, It has been some time since we've had a woman take her clothes off in our apartment.
360,Eliza,Please go on.
361,Leonard," That's not true, remember at Thanksgiving my grandmother with Alzheimer's had that episode."
362,Eliza,Why do you say your grandmother with Alzheimer's had that episode ?
363,Sheldon, Point taken. It has been some time since we've had a woman take her clothes off after which we didn't want to rip our eyes out.
364,Eliza,Earlier you said your grandmother with Alzheimer's had that episode .
365,Leonard, The worst part was watching her carve that turkey.
366,Eliza,What does that suggest to you ?
367,Sheldon," So, what exactly are you trying to accomplish here?"
368,Eliza,Have you asked such questions before ?
369,Leonard, Excuse me?
370,Eliza,Do you feel strongly about discussing such things ?
371,Sheldon, That woman in there's not going to have sex with you.
372,Eliza,What are your feelings now ?
373,Leonard, Well I'm not trying to have sex with her.
374,Eliza,Do you believe it is normal to be not trying to have sex with her ?
375,Sheldon," Oh, good. Then you won't be disappointed."
376,Eliza,We were discussing you -- not me.
377,Leonard," What makes you think she wouldn't have sex with me, I'm a male and she's a female?"
378,Eliza,Have you asked anyone else ?
379,Sheldon," Yes, but not of the same species."
380,Eliza,What other connections do you see ?
381,Leonard," I'm not going to engage in hypotheticals here, I'm just trying to be a good neighbour."
382,Eliza,Do you enjoy being just trying to be a good neighbour ?
383,Sheldon," Oh, of course."
384,Eliza,I'm not sure I understand you fully.
385,Leonard, That's not to say that if a carnal relationship were to develop that I wouldn't participate. However briefly.
386,Eliza,Do you wish that a carnal relationship was to develop that you wouldn't participate ?
387,Sheldon, Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?
388,Eliza,"Oh, I think this possibility will be helped or hindered what she discovers my Luke Skywalker no-more-tears shampoo? ?"
389,Leonard, It's Darth Vader shampoo.  Luke Skywalker's the conditioner.
390,Eliza,Please go on.
391,Howard, Wait till you see this.
392,Eliza,You're not really talking about me -- are you ?
393,Raj, It's fantastic. Unbelievable.
394,Eliza,What does that suggest to you ?
395,Leonard, See what?
396,Eliza,Do you feel strongly about discussing such things ?
397,Howard, It's a Stephen Hawking lecture from MIT in 1974.
398,Eliza,I'm not sure I understand you fully.
399,Leonard, This is not a good time.
400,Eliza,Please go on.
401,Leonard," That's great, you guys have to go."
402,Eliza,What are your feelings now ?
403,Raj, Why?
404,Eliza,What does that suggest to you ?
405,Leonard, It's just not a good time.
406,Eliza,Do you feel strongly about discussing such things ?
407,Sheldon, Leonard has a lady over.
408,Eliza,I'm not sure I understand you fully.
409,Howard," Yeah, right, your grandmother back in town?"
410,Eliza,Why are you concerned over my grandmother back in town? ?
411,Leonard," No. And she's not a lady, she's just a new neighbour."
412,Eliza,Why not ?
413,Howard," Hang on, there really is a lady here?"
414,Eliza,Please go on.
415,Leonard, Uh-huh.
416,Eliza,What does that suggest to you ?
417,Howard, And you want us out because you're anticipating coitus?
418,Eliza,Perhaps you would like to be anticipating coitus? .
419,Leonard, I'm not anticipating coitus.
420,Eliza,Is it because you are not anticipating coitus that you came to me ?
421,Howard, So she's available for coitus?
422,Eliza,Do you feel strongly about discussing such things ?
423,Leonard, Can we please stop saying coitus?
424,Eliza,I'm not sure I understand you fully.
425,Sheldon, Technically that would be coitus interruptus.
426,Eliza,Please go on.
427,Penny," Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!"
428,Eliza,Please don't apologise.
429,Howard," Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it's currently orbiting Jupiter's largest moon taking high-resolution digital photographs."
430,Eliza,Does that suggest anything else which belongs to you ?
431,Penny, Penny. I work at the Cheesecake Factory.
432,Eliza,You say Penny ?
433,Leonard," Come on, I'll show you the trick with the shower."
434,Eliza,We were discussing you -- not me.
435,Howard, Bon douche.
436,Eliza,But your work .
437,Penny, I'm sorry?
438,Eliza,How long have you been sorry? ?
439,Howard, It's French for good shower. It's a sentiment I can express in six languages.
440,Eliza,Can you elaborate on that ?
441,Leonard," Save it for your blog, Howard."
442,Eliza,What about your own blog ?
443,Howard, See-ka-tong-guay-jow.
444,Eliza,What does that suggest to you ?
445,Leonard," Uh, there it goes, it sticks, I'm sorry."
446,Eliza,Do you believe it is normal to be sorry ?
447,Penny, Okay. Thanks.
448,Eliza,Do you feel strongly about discussing such things ?
449,Leonard," You're welcome, oh, you're going to step right, okay, I'll...."
450,Eliza,What makes you think I am going to step right ?
451,Penny," Hey, Leonard?"
452,Eliza,I'm not sure I understand you fully.
453,Leonard, The hair products are Sheldon's.
454,Eliza,Did you think they might not be Sheldon's ?
455,Penny," Um, okay. Can I ask you a favour."
456,Eliza,Do you want to be able to ask I a favour ?
457,Leonard," A favour? Sure, you can ask me a favour, I would do you a favour for you."
458,Eliza,You like to think I can ask you -- don't you ?
459,Penny, It's okay if you say no.
460,Eliza,What do you know about I say no ?
461,Leonard," Oh, I'll probably say yes."
462,Eliza,You seem to be quite positive.
463,Penny, It's just not the kind of thing you ask a guy you've just met.
464,Eliza,"Oh, I ask a guy you've just met ?"
465,Leonard, Wow.
466,Eliza,Please go on.
467,Sheldon, I really think we should examine the chain of causality here.
468,Eliza,Do you say you really think we should examine the chain of causality here for some special reason ?
469,Leonard, Must we?
470,Eliza,What does that suggest to you ?
471,Sheldon," Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman's ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?"
472,Eliza,Why do you ask ?
473,Leonard," She asked me to do her a favour, Sheldon."
474,Eliza,Do you feel strongly about discussing such things ?
475,Sheldon," Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause."
476,Eliza,You are sure.
477,Leonard, Which is?
478,Eliza,I'm not sure I understand you fully.
479,Sheldon, You think with your penis.
480,Eliza,You're not really talking about me -- are you ?
481,Leonard, That's a biological impossibility and you didn't have to come.
482,Eliza,What are your feelings now ?
483,Sheldon," Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can't she get her own TV."
484,Eliza,I see.
485,Leonard," Come on, you know how it is with break-ups."
486,Eliza,We were discussing you -- not me.
487,Sheldon, No I don't. And neither do you.
488,Eliza,Why 'no' ?
489,Leonard," Wuh, I, I broke up with Joyce Kim."
490,Eliza,That's quite interesting.
491,Sheldon," You did not break up with Joyce Kim, she defected to North Korea."
492,Eliza,"Oh, I did not break up with Joyce Kim ?"
493,Leonard, To mend her broken heart. This situation is much less complicated. There's some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.
494,Eliza,Please go on.
495,Sheldon, So we get to have a scene with him?
496,Eliza,What does that suggest to you ?
497,Leonard," No, Sheldon, there's not going to be a scene. There's two of us and one of him."
498,Eliza,Are you saying no just to be negative?
499,Sheldon," Leonard, the two of us can't even carry a TV."
500,Eliza,Do you feel strongly about discussing such things ?
501,Penny," So, you guys work with Leonard and Sheldon at the University?"
502,Eliza,You're not really talking about me -- are you ?
503,Penny," Uh, I'm sorry, do you speak English?"
504,Eliza,Do you enjoy being sorry ?
505,Howard," Oh, he speaks English, he just can't speak to women."
506,Eliza,I'm not sure I understand you fully.
507,Penny," Really, why?"
508,Eliza,Please go on.
509,Howard, He's kind of a nerd. Juice box?
510,Eliza,What does that suggest to you ?
511,Leonard, I'll do the talking.
512,Eliza,Do you feel strongly about discussing such things ?
513,Voice from buzzer, Yeah.
514,Eliza,I'm not sure I understand you fully.
515,Leonard," Hi, I'm Leonard, this is Sheldon."
516,Eliza,Is it because you are Leonard that you came to me ?
517,Sheldon, Hello.
518,Eliza,How do you do. Please state your problem.
519,Leonard," What did I just.... Uh, we're here to pick up Penny's TV."
520,Eliza,Does that question interest you ?
521,Voice, Get lost.
522,Eliza,Please go on.
523,Sheldon," Okay, thanks for your time."
524,Eliza,Are you worried about someone else's time ?
525,Leonard, We're not going to give up just like that.
526,Eliza,What does that suggest to you ?
527,Sheldon," Leonard, the TV is in the building, we've been denied access to the building, ergo we are done."
528,Eliza,Would you like it if they were not done ?
529,Leonard," Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
530,Eliza,"Really, if you was to give up at the first little hitch you never would have been able to identify the fingerprints of string theory in the aftermath of the big bang ?"
531,Sheldon, My apologies. What's your plan.
532,Eliza,Is it important that your apologies ?
533,Sheldon, It's just a privilege to watch your mind at work.
534,Eliza,"Really, my mind at work ?"
535,Leonard," Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building."
536,Eliza,What is it you really wanted to know ?
537,Sheldon, What do you think their combined IQ is?
538,Eliza,Are such questions much on your mind ?
539,Leonard, Just grab the door.
540,Eliza,Does that have anything to do with the fact that your apologies ?
541,Leonard, This is it.  I'll do the talking.
542,Eliza,Do you feel strongly about discussing such things ?
543,Sheldon," Good thinking, I'll just be the muscle."
544,Eliza,I'm not sure I understand you fully.
545,Enormous man, Yeah?
546,Eliza,Please go on.
547,Leonard," I'm Leonard, this is Sheldon."
548,Eliza,How long have you been Leonard ?
549,Sheldon, From the intercom.
550,Eliza,What does that suggest to you ?
551,Man, How the hell did you get in the building?
552,Eliza,What answer would please you most ?
553,Leonard, Oh. We're scientists.
554,Eliza,Do you feel strongly about discussing such things ?
555,Sheldon, Tell him about our IQ.
556,Eliza,I'm not sure I understand you fully.
557,Sheldon, Leonard.
558,Eliza,Please go on.
559,Leonard, What?
560,Eliza,What does that suggest to you ?
561,Sheldon, My mom bought me those pants.
562,Eliza,Tell me more about your family.
563,Leonard, I'm sorry.
564,Eliza,Do you believe it is normal to be sorry ?
565,Sheldon, You're going to have to call her.
566,Eliza,Does it please you to believe I am going to have to call her ?
567,Leonard," Sheldon, I'm so sorry I dragged you through this."
568,Eliza,Do you enjoy being so sorry you dragged I through this ?
569,Sheldon," It's okay. It wasn't my first pantsing, and it won't be my last."
570,Eliza,Your last ?
571,Leonard," And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex."
572,Eliza,Why do you tell me you were hoping to establish a relationship with Penny that might have some day led to sex now ?
573,Sheldon, Well you got me out of my pants.
574,Eliza,Why do you say your pants ?
575,Leonard," Anyway, I've learned my lesson. She's out of my league, I'm done with her, I've got my work, one day I'll win the Nobel Prize and then I'll die alone."
576,Eliza,Does that suggest anything else which belongs to you ?
577,Sheldon," Don't think like that, you're not going to die alone."
578,Eliza,Do you sometimes wish you were not going to die alone ?
579,Leonard," Thank you Sheldon, you're a good friend."
580,Eliza,Perhaps you would like to be a good friend .
581,Sheldon, And you're certainly not going to win a Nobel Prize.
582,Eliza,What makes you think I am yes not going to win a Nobel Prize ?
583,Howard," This is one of my favourite places to kick back after a quest, they have a great house ale."
584,Eliza,Is it important that your favourite places to kick back after a quest ?
585,Penny," Wow, cool tiger."
586,Eliza,Does that have anything to do with the fact that your work ?
587,Howard," Yeah, I've had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest."
588,Eliza,I am not interested in names.
589,Penny," Uh, sounds interesting."
590,Eliza,Lets discuss further why your favourite places to kick back after a quest .
591,Howard, So you'll think about it?
592,Eliza,Lets discuss further why your mom bought you those pants .
593,Penny," Oh, I don't think I'll be able to stop thinking about it."
594,Eliza,Why don't you think I'll be able to stop thinking about it ?
595,Raj, Smooth.
596,Eliza,Earlier you said your last .
597,Leonard, We're home.
598,Eliza,But your pants .
599,Penny," Oh, my God, what happened?"
600,Eliza,Your God ?
601,Leonard," Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory."
